e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036595 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044647 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036595 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038361 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036595 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024580 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036823 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0041856 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042228 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042228 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0045487 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042228 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042283 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044720 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044551 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027492 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024580 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024580 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044647 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024580 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038361 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044647 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002282 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032056 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0005539 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018124 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032831 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002191 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0045487 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038361 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001712 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0050236 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046979 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036241 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046867 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0045487 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046867 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036241 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032056 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002191 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018124 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002191 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0050236 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0045487 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0050236 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032831 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0050236 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018124 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002282 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0005539 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0005539 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002282 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002282 Temporal_Order
t # 3
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0003434 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0004694 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0006803 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0007765 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0008356 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0008444 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0008519 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0009670 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0009677 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0012563 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0012846 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0013153 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0013236 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0013807 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0014586 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0015385 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0015397 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0015628 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0015987 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0016089 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_9/Steps/EN_Event_0016690 Conflict.Attack.Unspecified
