t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0026992 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0037916 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0026992 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032285 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032285 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032673 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032673 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0033734 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044600 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044600 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036945 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044600 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0048392 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041036 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047943 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050273 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0012097 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044645 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0048392 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041036 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047943 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0012097 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047943 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047943 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0012097 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0012097 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041036 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041036 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0011711 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0042798 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046049 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0013466 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010741 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038634 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0020911 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0040882 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036502 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006712 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046049 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0049113 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036945 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0037916 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006712 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047791 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010741 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0020911 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0023343 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038028 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038634 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0040882 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010683 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0042798 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0013611 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010829 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001692 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0048392 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025910 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0011711 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050273 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036945 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010683 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010683 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006712 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001692 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050273 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001692 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0048392 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0011711 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006712 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Temporal_Order
